id,ID,ID_source,GivenName,MiddleName,FamilyName,Sex,DOB,Race,DOB_YR,DOB_MO,DOB_DY,is_match,Class,Weight,cutpnt
585,605,dat1_MPNPGE5PZ9,SAMUEL,ISAAC,RAMIREZ,M,11/1/2017,Black,2017,11,1,,P,0.8163893,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
109,369,dat2_2019AB82627,CHARLOTTE,NICOLE,KIM,F,8/4/2019,White,2019,8,4,,,,NA
913,933,dat1_L219Q1I9IH,CHARLOTTE,ANNE,SMITH,F,2/8/2017,White,2017,2,8,,P,0.8162719,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
283,933,dat2_2017AB50463,CHARLOTTE,ANNE,SMITH,F,2/8/2017,White,2017,2,8,,,,NA
349,369,dat1_0O26U9DCQY,CHARLOTTE,NICOLE,KIM,F,8/4/2019,White,2019,8,4,,P,0.8162719,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
301,996,dat2_2018AB68859,JOSEPH,MATTHEW,PEREZ,M,6/17/2018,NHOPI,2018,6,17,,,,NA
837,857,dat1_EBOPS9MBYQ,JOSE,RAMON,ALVAREZ,M,8/10/2020,Black,2020,8,10,,P,0.8162603,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
197,637,dat2_2018AB89998,KEVIN,PAUL,BROWN,M,9/9/2018,Black,2018,9,9,,,,NA
917,937,dat1_LXL5SSNI45,EVELYN,PAIGE,BROWN,F,7/19/2018,Black,2018,7,19,,P,0.8162214,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
242,805,dat2_2016AB01906,MANUEL,ALEJANDRO,MARTINEZ,M,3/28/2016,Black,2016,3,28,,,,NA
284,304,dat1_7IZMD9GWPE,MIA,OLIVIA,MARTINEZ,NA,7/3/2016,NHOPI,2016,7,3,,P,0.8162214,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
284,937,dat2_2018AB55717,EVELYN,PAIGE,BROWN,F,7/19/2018,Black,2018,7,19,,,,NA
617,637,dat1_ROYRA2G91E,KEVIN,PAUL,BROWN,M,9/9/2018,Black,2018,9,9,,P,0.8162214,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
109,369,dat2_2019AB82627,CHARLOTTE,NICOLE,KIM,F,8/4/2019,White,2019,8,4,,,,NA
912,932,dat1_V0X9HJBWD7,EMMA,LOUISE,KIM,F,8/9/2019,AIAN,2019,8,9,,P,0.8161051,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
282,932,dat2_2019AB28091,EMMA,LOUISE,KIM,F,8/9/2019,AIAN,2019,8,9,,,,NA
349,369,dat1_0O26U9DCQY,CHARLOTTE,NICOLE,KIM,F,8/4/2019,White,2019,8,4,,P,0.8161051,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
134,439,dat2_2018AB08362,BROOKLYN,JANE,GARCIA,F,5/30/2018,White,2018,5,30,,,,NA
446,466,dat1_E400019768,BROOKLYN,,RODRIGUEZ,F,9/26/2018,White,2018,9,26,,P,0.815999,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
143,466,dat2_2018AB86461,BROOKLYN,MARIE,RODRIGUEZ,F,9/27/2018,White,2018,9,27,,,,NA
419,439,dat1_E7SYLBHS2G,BROOKLYN,JANE,GARCIA,F,5/30/2018,White,2018,5,30,,P,0.815999,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
110,370,dat2_2017AB58732,ISABELLA,MARIE,SINGH,F,2/13/2017,White,2017,2,13,,,,NA
910,930,dat1_MG17TFMUUG,ISABELLA,MARIA,RODRIGUEZ,F,5/14/2016,White,2016,5,14,,P,0.8159674,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
195,633,dat2_2017AB30193,MICHAEL,TIMOTHY,HENDERSON,M,3/12/2017,White,2017,3,12,,,,NA
502,522,dat1_NLEQJNHPCE,MICHAEL,ALEXANDER,DAVIS,M,5/1/2018,Black,2018,5,1,,P,0.8159674,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
18,54,dat2_2016AB14956,ANTON,LUIZ,GARCIASANCHEZ,M,10/17/2016,NHOPI,2016,10,17,,,,NA
954,974,dat1_0RDH6W77BE,ANTHONY,PAUL,DAVIS,M,12/13/2019,White,2019,12,13,,P,0.8159384,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
170,548,dat2_2017AB08165,CHRISTOPHER,RYAN,CLARK,M,1/31/2017,White,2017,1,31,,,,NA
504,524,dat1_WQ2CADTGJR,CHRISTOPHER,ANDREW,MARTIN,M,11/26/2019,White,2019,11,26,,P,0.8159147,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
287,952,dat2_2018AB29229,HARPER,MARIE,TURNER,F,12/10/2018,White,2018,12,10,,,,NA
91,101,dat1_7N2PSK0BIK,HARPER,GRACE,BROWN,F,11/16/2019,Black,2019,11,16,,P,0.8159147,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
293,973,dat2_2017AB39680,CHRISTOPHER,JOHN,MARTINEZ,M,2/19/2017,White,2017,2,19,,,,NA
457,477,dat1_VAM9P9FRI0,NICHOLAS,KEVIN,MARTINEZ,M,5/15/2018,White,2018,5,15,,P,0.8158647,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
104,352,dat2_2016AB29690,ARIANNA,MARIE,LEE,F,11/30/2016,White,2016,11,30,,,,NA
909,929,dat1_4OQYHANDNR,AVA,GRACE,LEE,F,9/18/2020,Black,2020,9,18,,P,0.8158473,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
176,572,dat2_2020AB60191,CHRISTOPHER,MATTHEW,ROSS,M,1/20/2020,Black,2020,1,20,,,,NA
452,472,dat1_BI76WNMAY0,CHRISTOPHER,JOSEPH,RAMIREZ,M,11/14/2020,Black,2020,11,14,,P,0.8158013,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
218,719,dat2_2020AB38328,ADRIANA,ROSA,RAMIREZ,F,10/21/2020,White,2020,10,21,,,,NA
99,109,dat1_5WILOFIDAF,QUIN,ANNABELLE,RAMIREZ,F,1/23/2018,Asian,2018,1,23,,P,0.8157871,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
256,838,dat2_2018AB23087,ROBERTO,ANTONIO,HERNANDEZ,M,12/6/2018,White,2018,12,6,,,,NA
769,789,dat1_JCJXIIWB1O,JOSE,ANTONIO,HERNANDEZ,M,7/11/2016,White,2016,7,11,,P,0.8157871,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
270,886,dat2_2017AB43883,JOSE,RAMON,ALVAREZ,M,2/21/2017,White,2017,2,21,,,,NA
789,809,dat1_V4URPMJCVU,ROBERTO,JESUS,ALVAREZ,M,4/25/2018,Asian,2018,4,25,,P,0.8157871,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
84,286,dat2_2019AB05688,MARQUIS,ALEXANDER,ANDERSON,M,12/14/2019,Black,2019,12,14,,,,NA
291,311,dat1_IUPUPYVSGQ,MADISON,GRACE,ANDERSON,F,2/19/2018,NHOPI,2018,2,19,,P,0.8157126,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
270,886,dat2_2017AB43883,JOSE,RAMON,ALVAREZ,M,2/21/2017,White,2017,2,21,,,,NA
815,835,dat1_VDW5AG8IPI,JOSE,ALBERTO,TORRES,M,4/10/2018,White,2018,4,10,,P,0.815651,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
195,633,dat2_2017AB30193,MICHAEL,TIMOTHY,HENDERSON,M,3/12/2017,White,2017,3,12,,,,NA
276,296,dat1_QP4Y27XP4U,MICHAEL,,GREENE,M,11/1/2017,Black,2017,11,1,,P,0.815469,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
165,534,dat2_2017AB80733,NATHAN,MATTHEW,ROBINSON,M,12/5/2017,White,2017,12,5,,,,NA
633,653,dat1_S0CGDHFELJ,MICHAEL,JOHN,ROBINSON,M,11/25/2018,Asian,2018,11,25,,P,0.8154102,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
215,709,dat2_2018AB31524,GLORIA,BEATRIZ,ORTIZ,F,8/12/2018,Asian,2018,8,12,,,,NA
918,938,dat1_0R6OG42HLY,ABIGAIL,LYNN,ORTIZ,F,1/12/2017,White,2017,1,12,,P,0.8154102,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
112,379,dat2_2018AB16174,HARPER,JANE,GARCIA,F,12/14/2018,NHOPI,2018,12,14,,,,NA
304,324,dat1_1KY9QRSMWI,HARPPER,,DAVIS,F,5/2/2018,White,2018,5,2,,P,0.81526,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
86,292,dat2_2017AB01735,RASHAD,MALIK,DAVIS,M,10/4/2017,Black,2017,10,4,,,,NA
94,104,dat1_Q0YHVOIQQN,ROWAN,ALEXANDER,DAVIS,M,6/18/2020,NHOPI,2020,6,18,,P,0.8152526,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
220,722,dat2_2019AB66262,ISADORA,RENATA,VELAZQUEZ,F,7/25/2019,Black,2019,7,25,,,,NA
733,753,dat1_EBNAF29WW5,ANDREA,YARETZI,VELASCO,F,7/8/2018,Asian,2018,7,8,,P,0.8151429,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
227,753,dat2_2018AB30450,ANDREA,YARETZI,VELASCO,F,7/8/2018,Asian,2018,7,8,,,,NA
702,722,dat1_JV1UXS9LVG,ISADORA,RENATA,VELAZQUEZ,F,7/25/2019,Black,2019,7,25,,P,0.8151429,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
85,288,dat2_2017AB89736,CEDRIC,LAMAR,BAKER,M,5/2/2017,Black,2017,5,2,,,,NA
170,184,dat1_W9T1X41HSE,ARDEN,CALEB,BAKERJONES,M,3/28/2017,White,2017,3,28,,P,0.8150597,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
79,277,dat2_2018AB99325,ANDRE,LAMAR,LEWIS,M,9/28/2018,Black,2018,9,28,,,,NA
565,585,dat1_7M8151O9LM,ANDREW,PAUL,REYNOLDS,M,5/17/2018,Asian,2018,5,17,,P,0.8150049,"(0.81,0.82]"
,,,,,,,,,,,,,,,NA
284,937,dat2_2018AB55717,EVELYN,PAIGE,BROWN,F,7/19/2018,Black,2018,7,19,,,,NA
340,360,dat1_LOEL5PYNUC,EVA,MARIE,BROWN,NA,6/21/2016,Black,2016,6,21,,P,0.8149456,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
283,933,dat2_2017AB50463,CHARLOTTE,ANNE,SMITH,F,2/8/2017,White,2017,2,8,,,,NA
375,395,dat1_K3IKGIME5L,SCARLETT,ELIZABETH,SINGH,F,12/19/2016,White,2016,12,19,,P,0.8149455,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
100,336,dat2_2018AB48302,EVERLY,SOPHIA,DAVIS,F,11/18/2018,Black,2018,11,18,,,,NA
24,28,dat1_UL8V1Y5BGG,SORRY,LUCIA,DAVIS,F,3/3/2018,,2018,3,3,,P,0.8147866,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
99,334,dat2_2020AB86604,PAISLEY,ROSE,LEE,F,3/10/2020,White,2020,3,10,,,,NA
909,929,dat1_4OQYHANDNR,AVA,GRACE,LEE,F,9/18/2020,Black,2020,9,18,,P,0.8147296,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
33,113,dat2_2020AB03791,AUBREY,SOPHIA,JENKINS,F,10/5/2020,White,2020,10,5,,,,NA
301,321,dat1_INUTQNM0F7,AUBREY,SOPHIA,JOHNSON,F,1/28/2017,AIAN,2017,1,28,,P,0.8146609,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
201,657,dat2_2018AB73566,JACOB,TIMOTHY,THOMPSON,M,3/16/2018,Black,2018,3,16,,,,NA
600,620,dat1_33P95RKXKN,JACOB,CHRIS,COLINS,M,7/4/2018,White,2018,7,4,,P,0.8146149,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
157,504,dat2_2016AB02286,BLAKE,CHRISTOPHER,ANDERSON,M,9/22/2016,NHOPI,2016,9,22,,,,NA
518,538,dat1_H32RV7ZYOQ,BRANDON,ERIC,ANDERSON,M,4/6/2018,White,2018,4,6,,P,0.8146074,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
90,315,dat2_2018AB49840,EVELYN,FAITH,DAVIS,F,3/3/2018,NHOPI,2018,3,3,,,,NA
915,935,dat1_ZGTOZNPIMH,AMELIA,JADE,DAVIS,F,4/4/2019,White,2019,4,4,,P,0.8145246,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
93,324,dat2_2018AB52777,HARPER,MADISON,DAVIS,F,5/2/2018,White,2018,5,2,,,,NA
915,935,dat1_ZGTOZNPIMH,AMELIA,JADE,DAVIS,F,4/4/2019,White,2019,4,4,,P,0.8145246,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
110,370,dat2_2017AB58732,ISABELLA,MARIE,SINGH,F,2/13/2017,White,2017,2,13,,,,NA
412,432,dat1_OKCAI5QAQP,SIENNA,ROSE,SINGH,F,6/15/2018,AIAN,2018,6,15,,P,0.8145246,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
264,866,dat2_2019AB43279,JAVIER,ARTURO,RAMIREZ,M,3/9/2019,White,2019,3,9,,,,NA
811,831,dat1_ENBFKZGIU3,MANUEL,ALEJANDRO,RAMIREZ,M,3/14/2016,White,2016,3,14,,P,0.8145246,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
116,391,dat2_2019AB53238,LILA,ANNE,KIM,F,3/10/2019,White,2019,3,10,,,,NA
431,451,dat1_ZUZU0Y7U2A,SOPHIA,HOPE,KIM,F,8/3/2019,Asian,2019,8,3,,P,0.8144692,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
139,451,dat2_2019AB55250,SOPHIA,HOPE,KIM,F,8/3/2019,Asian,2019,8,3,,,,NA
371,391,dat1_WA30CICC6M,LILA,,KIM,F,3/10/2019,White,2019,3,10,,P,0.8144692,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
223,729,dat2_2019AB74312,ANABEL,LOURDES,AGUILAR,F,3/9/2019,Black,2019,3,9,,,,NA
211,228,dat1_UUM5KA48SS,ANASEINI,,TAULA,F,10/22/2017,NHOPI,2017,10,22,,P,0.8143529,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
255,837,dat2_2018AB37638,JAVIER,ARTURO,RAMIREZ,M,1/17/2018,Black,2018,1,17,,,,NA
804,824,dat1_Q1S2KIMGZ3,JOSE,DANIEL,MARTINEZ,M,11/9/2018,White,2018,11,9,,P,0.8142079,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
261,853,dat2_2018AB68305,JOSE,DANIEL,MARTINEZ,M,10/18/2018,Asian,2018,10,18,,,,NA
817,837,dat1_79LR7ZL0D5,JAVIER,ARTURO,RAMIREZ,M,1/17/2018,Black,2018,1,17,,P,0.8142079,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
202,660,dat2_2019AB50257,ALEXANDER,DAVID,WRIGHT,M,9/6/2019,Black,2019,9,6,,,,NA
865,885,dat1_B3RX4DCY99,ALEJANDRO,FRANCISCO,GARCIA,M,4/9/2019,Asian,2019,4,9,,P,0.8139819,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
245,812,dat2_2018AB33697,DANIEL,EDUARDO,CASTRO,M,12/13/2018,White,2018,12,13,,,,NA
256,275,dat1_0H88Q4R9X7,DARNELL,MAURICE,CARTER,M,6/1/2016,Black,2016,6,1,,P,0.8139748,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
229,755,dat2_2017AB28892,GLORIA,XOCHITL,MORENO,F,4/7/2017,AIAN,2017,4,7,,,,NA
738,758,dat1_GAZ2G0N9R1,DALIA,MARINA,MORA,F,2/12/2017,White,2017,2,12,,P,0.8139731,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
122,413,dat2_2019AB35466,HADLEY,LYNN,HERNANDEZ,F,2/8/2019,White,2019,2,8,,,,NA
333,353,dat1_6GVSQDT3AP,CAROLINE,,HERNANDEZ,F,9/12/2020,Asian,2020,9,12,,P,0.8139526,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
234,774,dat2_2018AB06731,PRISCILA,ANA,VALENZUELA,F,7/31/2018,White,2018,7,31,,,,NA
756,776,dat1_NCTKIL62NL,LETICIA,ITZEL,VALENCIA,F,11/4/2017,Black,2017,11,4,,P,0.8138843,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
236,776,dat2_2017AB09524,LETICIA,ITZEL,VALENCIA,F,11/4/2017,Black,2017,11,4,,,,NA
754,774,dat1_BJXDWPKHV2,PRISCILA,ANA,VALENZUELA,F,7/31/2018,White,2018,7,31,,P,0.8138843,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
129,425,dat2_2017AB09338,ELSIE,MAE,SINGH,F,5/24/2017,NHOPI,2017,5,24,,,,NA
412,432,dat1_OKCAI5QAQP,SIENNA,ROSE,SINGH,F,6/15/2018,AIAN,2018,6,15,,P,0.813805,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
286,950,dat2_2020AB56217,GRACE,ELIZABETH,MARTINEZ,F,11/5/2020,Asian,2020,11,5,,,,NA
137,149,dat1_W9BCRCPG9K,HARPER,,MARTINEZ,F,9/10/2017,Black,2017,9,10,,P,0.813805,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
183,609,dat2_2018AB22375,BRANDON,ANTHONY,FLORES,M,9/30/2018,Asian,2018,9,30,,,,NA
772,792,dat1_IW4DP9SPVM,CARLOS,EDUARDO,FLORES,M,8/22/2018,Black,2018,8,22,,P,0.813767,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
252,830,dat2_2019AB60153,RICARDO,JOSE,RODRIGUEZ,M,12/21/2019,White,2019,12,21,,,,NA
820,840,dat1_RE794O4THX,RICARDO,GABRIEL,ORTIZ,M,10/11/2017,Black,2017,10,11,,P,0.8137528,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
133,438,dat2_2016AB05587,AUTUMN,MARIE,MILLER,F,12/22/2016,White,2016,12,22,,,,NA
362,382,dat1_ZQZZTD64EH,AUBREY,RENEE,MILLER,F,9/2/2018,White,2018,9,2,,P,0.8137183,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
41,146,dat2_2019AB60630,RYLAN,GABRIEL,COOK,M,6/21/2019,White,2019,6,21,,,,NA
965,985,dat1_ZSZU14Z13B,DYLAN,CHARLES,SCOTT,M,2/9/2019,Asian,2019,2,9,,P,0.8137074,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
238,796,dat2_2017AB79690,RICARDO,DANIEL,TORRES,M,12/17/2017,NHOPI,2017,12,17,,,,NA
485,505,dat1_S2OK1J6TCI,CALEB,,TORRES,M,4/15/2017,Black,2017,4,15,,P,0.8136458,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
285,948,dat2_2018AB12065,NATALIE,ROSE,NGUYEN,F,9/9/2018,White,2018,9,9,,,,NA
6,7,dat1_OTXCPJ8EKV,AISHA,,NGUYEN,F,11/7/2018,AIAN,2018,11,7,,P,0.8136458,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
4,15,dat2_2016AB37928,NADIA,RAVI,LEE,F,4/16/2016,NHOPI,2016,4,16,,,,NA
48,53,dat1_2PFF2PECQJ,ZAINAB,AMINA,LEELEE,F,6/2/2017,Asian,2017,6,2,,P,0.8136121,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
94,325,dat2_2020AB72245,ARIANA,ELIZABETH,LEE,F,11/26/2020,NHOPI,2020,11,26,,,,NA
12,15,dat1_D1E83KZ2KI,NADIA,RAVI,LEELEA,F,4/16/2016,White,2016,4,16,,P,0.8136121,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
242,805,dat2_2016AB01906,MANUEL,ALEJANDRO,MARTINEZ,M,3/28/2016,Black,2016,3,28,,,,NA
585,605,dat1_MPNPGE5PZ9,SAMUEL,ISAAC,RAMIREZ,M,11/1/2017,Black,2017,11,1,,P,0.8134571,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
111,373,dat2_2017AB32492,AMELIA,CLAIRE,WILLIAMS,F,6/16/2017,White,2017,6,16,,,,NA
879,899,dat1_JG8EDG3XKP,AMIRA,NADINE,ALSULAIMAN,F,8/6/2017,White,2017,8,6,,P,0.8134239,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
218,719,dat2_2020AB38328,ADRIANA,ROSA,RAMIREZ,F,10/21/2020,White,2020,10,21,,,,NA
540,560,dat1_MKYPCCH0MI,BRIAN,DAVID,RAMIREZ,M,3/25/2016,Black,2016,3,25,,P,0.8133942,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
19,55,dat2_2019AB89313,HANA,KAROLINA,ALIMALIK,F,6/12/2019,AIAN,2019,6,12,,,,NA
323,343,dat1_XJBWGYKFDW,ANNA,,KIM,F,7/29/2019,White,2019,7,29,,P,0.8133065,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
37,131,dat2_2017AB49463,MORGAN,NICHOLAS,LEE,F,9/5/2017,White,2017,9,5,,,,NA
332,352,dat1_B9SMCKZK3W,ARIANNA,,LEE,F,11/30/2016,White,2016,11,30,,P,0.8132228,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
100,336,dat2_2018AB48302,EVERLY,SOPHIA,DAVIS,F,11/18/2018,Black,2018,11,18,,,,NA
416,436,dat1_JVBSHYKR6A,KENNEDY,GRACE,DAVIS,F,2/12/2019,Black,2019,2,12,,P,0.8132228,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
104,352,dat2_2016AB29690,ARIANNA,MARIE,LEE,F,11/30/2016,White,2016,11,30,,,,NA
120,131,dat1_W0R7N2ZIGC,MORGAN,NICHOLAS,LEE,F,9/5/2017,White,2017,9,5,,P,0.8132228,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
121,412,dat2_2018AB45442,ALAINA,ROSE,WRIGHT,F,11/29/2018,White,2018,11,29,,,,NA
248,267,dat1_JQE9ARQ81Y,SHAKIRA,MONIQUE,WRIGHT,F,5/14/2016,Black,2016,5,14,,P,0.8132228,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
90,315,dat2_2018AB49840,EVELYN,FAITH,DAVIS,F,3/3/2018,NHOPI,2018,3,3,,,,NA
322,342,dat1_KCBWYJK723,AUBREE,,DAVIS,F,3/5/2018,White,2018,3,5,,P,0.8132145,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
262,862,dat2_2019AB62748,ANDRES,EDUARDO,ORTIZ,M,6/28/2019,White,2019,6,28,,,,NA
799,819,dat1_LDJFFJK776,VICTOR,HUGO,ORTIZ,M,6/20/2019,White,2019,6,20,,P,0.8132145,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
251,829,dat2_2018AB40414,HECTOR,DAVID,CRUZ,M,7/28/2018,Black,2018,7,28,,,,NA
845,865,dat1_P0UBXPE2ET,FERNANDO,JOSE,CRUZ,M,8/15/2018,White,2018,8,15,,P,0.8131989,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
257,844,dat2_2018AB56618,JUAN,CARLOS,CHAVEZ,M,8/25/2018,AIAN,2018,8,25,,,,NA
841,861,dat1_4D4IX3XMUL,JUAN,ANTONIO,FLORES,M,5/27/2018,White,2018,5,27,,P,0.8131375,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
201,657,dat2_2018AB73566,JACOB,TIMOTHY,THOMPSON,M,3/16/2018,Black,2018,3,16,,,,NA
447,467,dat1_LR6PBBR3TC,JACOB,THOMAS,ANDERSON,M,5/24/2016,NHOPI,2016,5,24,,P,0.8131254,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
91,317,dat2_2017AB48511,CHLOE,ISABELLA,LEE,F,12/18/2017,White,2017,12,18,,,,NA
942,962,dat1_A5LTYUJQ2C,ELLIE,JEAN,LEE,F,10/3/2019,White,2019,10,3,,P,0.8128235,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
302,999,dat2_2019AB05749,DAVID,PAUL,KIM,M,4/9/2019,White,2019,4,9,,,,NA
2,2,dat1_98AQ2AIWZX,MALIK,GIOVANNI,KIM,M,8/18/2017,White,2017,8,18,,P,0.8128235,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
104,352,dat2_2016AB29690,ARIANNA,MARIE,LEE,F,11/30/2016,White,2016,11,30,,,,NA
374,394,dat1_97EW5HKYTA,AUDREY,FAITH,LEE,F,2/23/2019,AIAN,2019,2,23,,P,0.812814,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
117,394,dat2_2019AB73524,AUDREY,FAITH,LEE,F,2/23/2019,AIAN,2019,2,23,,,,NA
332,352,dat1_B9SMCKZK3W,ARIANNA,,LEE,F,11/30/2016,White,2016,11,30,,P,0.812814,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
108,368,dat2_2016AB07684,AVA,ROSE,LEE,F,12/24/2016,White,2016,12,24,,,,NA
374,394,dat1_97EW5HKYTA,AUDREY,FAITH,LEE,F,2/23/2019,AIAN,2019,2,23,,P,0.8127902,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
128,423,dat2_2018AB29766,ISABELLE,NICOLE,JOHNSON,F,4/10/2018,White,2018,4,10,,,,NA
433,453,dat1_9HFOP37FEO,EMILY,LYNN,JOHNSON,F,2/17/2017,Asian,2017,2,17,,P,0.8127902,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
128,423,dat2_2018AB29766,ISABELLE,NICOLE,JOHNSON,F,4/10/2018,White,2018,4,10,,,,NA
443,463,dat1_YD76G8HWPW,PIPER,JEAN,JOHNSON,F,7/12/2019,Asian,2019,7,12,,P,0.8127902,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
128,423,dat2_2018AB29766,ISABELLE,NICOLE,JOHNSON,F,4/10/2018,White,2018,4,10,,,,NA
432,452,dat1_X09ACHTUYL,ISABELLA,ROSE,CHEN,F,11/4/2016,White,2016,11,4,,P,0.8127574,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
287,952,dat2_2018AB29229,HARPER,MARIE,TURNER,F,12/10/2018,White,2018,12,10,,,,NA
270,289,dat1_3CTE0PW5FX,MAURICE,DARNELL,TURNER,M,11/4/2018,Black,2018,11,4,,P,0.8126603,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
112,379,dat2_2018AB16174,HARPER,JANE,GARCIA,F,12/14/2018,NHOPI,2018,12,14,,,,NA
137,149,dat1_W9BCRCPG9K,HARPER,,MARTINEZ,F,9/10/2017,Black,2017,9,10,,P,0.8126026,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
155,500,dat2_2016AB93445,DYLAN,BENJAMIN,HALL,M,10/19/2016,White,2016,10,19,,,,NA
186,200,dat1_CQZWPWFUEE,DYLAN,ISAAC,DAVISLOPEZ,M,1/8/2017,White,2017,1,8,,P,0.8125929,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
203,661,dat2_2018AB86743,BENJAMIN,TYLER,HERNANDEZ,M,5/12/2018,White,2018,5,12,,,,NA
847,867,dat1_6LCL31JINM,ROBERTO,ANTONIO,HERNANDEZ,M,2/4/2018,NHOPI,2018,2,4,,P,0.8125795,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
124,415,dat2_2017AB10266,CALLIE,MARIE,SMITH,F,3/9/2017,NHOPI,2017,3,9,,,,NA
425,445,dat1_QZUX9F8A2Z,LILY,MARIE,SMITH,F,1/6/2020,Asian,2020,1,6,,P,0.8124777,"(0.8,0.81]"
,,,,,,,,,,,,,,,NA
137,445,dat2_2020AB51355,LILY,MARIE,SMITH,F,1/6/2020,Asian,2020,1,6,,,,NA
