"ID","Last Name","First Name","Middle Name","Date of Birth","Sex","Race","UNID","InSample"
332,"Garcia","Stella Marie","","10/8/2019","Female","","S7OI2M4VTA",1
333,"Wilson","Autumn","Elizabeth","6/13/2017","Female","White","19BOHIC36U",1
334,"Lee","Paisley","Rose","3/10/2020","Female","White","3FXH4FTJDZ",1
335,"Anderson","Gabriella","Marie","1/22/2019","Female","White","F6CHZN8PFV",NA
336,"Davis","Everly","Sophia","11/18/2018","Female","Black","QMEOKF3XRU",1
337,"Kim","Maya","Elizabeth","9/29/2016","Female","Black","6R7YLB0UHX",NA
338,"Hernandez","Lila","Grace","8/17/2017","Female","White","Y2YHQ2RIVY",NA
339,"Robinson","Julia","Marie","5/24/2020","Female","White","LY43QTBB4R",1
340,"Anderson","Charlie","Elizabeth","12/9/2016","Female","Black","UBIAAIE2RH",NA
341,"Smith","Kaylee","Rose","4/22/2017","Female","White","G54VWMK3P8",NA
342,"Davis","Aubree","","3/5/2018","Female","White","KCBWYJK723",NA
343,"Kim","Anna","","7/29/2019","Female","White","XJBWGYKFDW",NA
344,"Lee","Madelyn","","11/10/2020","Female","AIAN","JNPYUZJ5RB",1
345,"Johnson","Violet","","9/20/2017","Female","Asian","BF4ZUHBRGP",NA
346,"Martinez","Genesis","","1/15/2017","Female","White","M15J1ATL6K",NA
347,"Wilson","Hadley","Elizabeth","10/10/2017","Male","White","3VSRYWB1EW",1
348,"Brown","Eleanor","","2/1/2018","Female","White","Q83N1U8VV8",NA
349,"Anderson","Jasmine","","5/26/2016","Female","Black","656EE81R8O",NA
350,"Davis","Reagan","","8/13/2019","Female","Asian","EHZJ8HR5T3",NA
351,"Robinson","Adalyn","","2/24/2018","Female","Asian","C95AO1XI5P",NA
352,"Lee","Arianna","","11/30/2016","Female","White","B9SMCKZK3W",1
353,"Hernandez","Caroline","","9/12/2020","Female","Asian","6GVSQDT3AP",NA
354,"Kim","Leah","","4/18/2017","Female","NHOPI","12PC5P3Y23",NA
355,"Anderson","Skylar","","3/1/2018","Female","AIAN","QP7UH8PZH9",NA
356,"Martinez","Faith","","7/22/2019","Female","NHOPI","MYTB57BRSU",NA
357,"Davis","Kennedy","Marie","12/20/2017","Female","Black","3V8X90J7FK",NA
358,"Wilson","Clara","Elizabeth","8/25/2020","Female","White","8GC44FP6QU",NA
359,"Lee","Jocelyn","Grace","11/2/2019",NA,"White","UK89R2GKJ2",NA
360,"Brown","Eva","Marie","6/21/2016",NA,"Black","LOEL5PYNUC",NA
361,"Smith","Naomi","Elizabeth","1/24/2017",NA,"White","W3UOT7QWIN",1
362,"Johnson","Samantha","Rose","10/21/2017","Female","White","1NFZB4TZQ7",NA
363,"Davis","Piper","Victoria","2/9/2020","Female","Asian","4RPYAAZ0PC",1
364,"Martinez","Isabelle","Marie","5/4/2018","Female","White","3P1GSA47J0",NA
365,"Kim","Alexandra","Elizabeth","11/29/2020","Female","White","J62AROOURI",NA
366,"Robinson","Hope","Olivia","9/1/2017","Female","White","WBNZWW0Q4A",1
367,"Patel","Emma","Grace","7/13/2018","Female","NHOPI","HX6RMMYUNM",NA
368,"Lee","Eva","Rose","12/24/2016","Female","White","UQ4DAS4WWY",1
369,"Kim","Charlotte","Nicole","8/4/2019","Female","White","0O26U9DCQY",1
370,"Singh","Isabella","Marie","2/13/2017","Female","White","PTADL42OJQ",1
371,"Rodriguez","Olivia","Jade","4/1/2018","Female","AIAN","ESKMUDNJMB",NA
372,"Johnson","Sophia","Lynn","10/13/2019","Female","Black","EGA2C3RIMG",NA
373,"Williams","Amelia","Claire","6/16/2017","Female","White","REXVIYZBJS",1
374,"Davis","Mia","Elizabeth","3/8/2020","Female","White","T62WRLPOL7",NA
375,"Chen","Abigail","Faith","3/15/2019","Female","White","BA745ZZK7Z",NA
376,"Nguyen","Madison","Eve","7/28/2018","Female","Black","MWELQWDR23",NA
377,"Martinez","Emily","Hope","6/3/2016","Female","White","8C9PVCEGFU",NA
378,"Brown","Lily","Anne","11/22/2019","Female","AIAN","KXFMZN7WMH",NA
379,"Garcia","Harper","Jane","12/14/2018","Female","NHOPI","6NE8RZBMZA",1
380,"Smith","Elizabeth","Mae","4/6/2017","Female","Asian","KJPRS5RAE2",NA
381,"Cooper","Chloe","Brooke","8/20/2019","Female","White","HX43OIH0Q9",NA
382,"Miller","Aubrey","Renee","9/2/2018","Female","White","ZQZZTD64EH",NA
383,"Martin","Victoria","Lynn","2/18/2020","Female","White","DTU1AGYJIJ",NA
384,"Wright","Natalie","Jean","10/30/2017","Female","White","SLWFFLN4BF",NA
385,"Hernandez","Addison","","11/9/2018","Female","Asian","2EX5YQ6L8I",NA
386,"Taylor","Penelope","Rae","7/21/2017","Female","White","HDCDMXBMZ9",NA
387,"Lewis","Eleanor","Joy","6/28/2018","Female","White","6AGJW442JP",1
388,"Jackson","Zoey","Louise","1/1/2020","Female","AIAN","9MJAQT34Y4",1
389,"Baker","Grace","","12/7/2016","Female","White","RD9KE4BYLP",NA
390,"Collins","Sam","","5/8/2017","Female","","H0QW2X4EKX",1
391,"Kim","Lila","","3/10/2019","Female","White","WA30CICC6M",1
392,"Chen","Hannah","Noelle","8/23/2017","Female","Black","IBJ0FZJ3SS",NA
393,"Johnson","Piper","Lynn","10/5/2018","Female","NHOPI","XXSQTJGFA0",NA
394,"Lee","Audrey","Faith","2/23/2019","Female","AIAN","97EW5HKYTA",1
395,"Singh","Scarlett","Elizabeth","12/19/2016","Female","White","K3IKGIME5L",NA
396,"Rodriguez","Brook","Jade","4/1/2017","Female","","XS0CEK1VR5",1
397,"Williams","Aurora","Hope","5/26/2019","Female","Black","1ZDABBNTG4",1
398,"Davis","Skylar","Marie","9/16/2018","Female","Black","FVGWX6FEGM",NA
399,"Patel","Savannah","Grace","11/2/2016","Female","White","UB1V6W2UAJ",1
400,"Lee","Julia","Rose","8/10/2020","Female","White","2WCCEOBIJ9",NA
401,"Kim","Caroline","Faith","7/14/2016","Female","Black","LS2O7DOYBO",NA
402,"Singh","Leah","Marie","1/16/2020","Female","White","JEW30KFOL2",NA
403,"Rodriguez","Jade","Alexandra","11/8/2017","Female","Black","L6YSF3YKH0",NA
404,"Johnson","Taylor","Marie","4/4/2019","Female","NHOPI","XMW20PBH5W",NA
405,"Williams","Avery","Faith","9/20/2016","Female","Black","5NDQDQ9I79",NA
406,"Davis","Brielle","","3/27/2018","Female","AIAN","HI6IRME3K3",NA
407,"Chen","Aubree","Nicole","10/24/2020","Female","AIAN","2S7SSF2EE3",NA
408,"Miller","Riley","Brooke","8/11/2016","Female","Black","NY4A08DXM0",NA
409,"Garcia","Peyton","Marie","5/17/2018","Female","Asian","D6CG0C0MPT",NA
410,"Brown","Kennedy","Faith","12/27/2019","Female","Asian","FHQIWDNKON",NA
411,"Martin","Kaylee","Jean","6/13/2017","Female","NHOPI","QMNEEJZQKL",NA
412,"Wright","Alaina","Rose","11/19/2018","Female","White","V82PEAQF5W",1
413,"Hernandez","Hadley","Lynn","2/8/2019","Female","White","8JRFYWSJ0K",1
414,"Taylor","Reese","Hope","10/13/2020","Female","White","MR0SHD439K",1
415,"Smith","Callie","Marie","3/9/2015","Female","NHOPI","ACR8JW8MU1",1
416,"Cooper","Arabel","","7/23/2018","Female","","NZ7PNE38W4",1
417,"Lewis","Paisley","Jane","12/16/2016","Female","White","AFCYG0GULE",1
418,"Jackson","Delaney","Nicole","8/7/2019","Female","Asian","Z9EGDKBUYV",NA
419,"Baker","Madelyn","Mae","9/27/2018","Female","White","MZ5MYHVPZ7",NA
420,"Collins","Molly","Faith","1/12/2017","Female","White","76MH05C4PR",1
421,"Kim","Raelynn","","6/30/2020","Female","AIAN","B3LW6QS76Z",NA
422,"Chen","Adeline","Lynn","11/26/2019","Female","Black","36MUSITP56",NA
423,"Johnson-Lee","Isabelle","Nicole","4/10/2018","Female","","N5BSPNBNDY",1
424,"Lee","Clara","Faith","12/10/2016","Female","White","40OK6LC5BV",NA
425,"Singh","Elsie Mae","","5/24/2017","Female","NHOPI","RZQ8T27ZBY",1
426,"Rodriguez","Lucille","Marie","3/6/2019","Female","Black","QPN6P3CFTL",NA
427,"Williams","Poppy","Rose","8/14/2017","Female","White","7FMOBYQNHJ",1
428,"Davis","Olive","Jean","10/22/2018","Female","Black","SZD9CCUEPD",NA
429,"Patel","Daisy","Lynn","2/28/2020","Female","Black","U1U7DFSBAB",NA
430,"Lee","Sadie","Faith","12/2/2016","Female","White","H2RXVN73G7",NA
431,"Kim","Phoebe","Marie","7/5/2019","Female","White","TKH1LO5H9U",1
432,"Singh","Sienna","Rose","6/15/2018","Female","AIAN","OKCAI5QAQP",NA
433,"Rodriguez","Ivy","Hope","11/14/2017","Female","White","9GWJP3NA7X",NA
434,"Johnson","Alexa","Marie","4/21/2017","Female","White","59N9NO1SSH",1
435,"Williams","Julia","","9/5/2018","Female","White","L67DTP0YM1",NA
436,"Davis","Kennedy","Grace","2/12/2019","Female","Black","JVBSHYKR6A",NA
437,"Chen","Addison","Joy","10/8/2020",NA,"Black","L7MUTLQWF1",NA
438,"Miller","Autumn","Marie","12/22/2016","Female","White","HBJWFCFPH3",1
439,"Garcia","Brooklyn","Jane","5/30/2018","Female","White","E7SYLBHS2G",1
440,"Brown","Claire","Elizabeth","3/1/2017",NA,"Black","3V46RK03H7",1
441,"Martin","Ava","Nicole","8/17/2019","Female","White","IF5D46IL2B",NA
442,"Wright","Piper","Lynn","11/18/2018","Female","White","I7MSMGC0I4",1
443,"Hernandez","Mia","","7/11/2017","Female","White","GG4FI067Q9",NA
444,"Taylor","Leah","Rose","6/19/2019","Female","AIAN","0565QZ1XZJ",NA
445,"Smith","Lily","Marie","1/6/2020","Female","Asian","QZUX9F8A2Z",1
446,"Cooper","Harper","Jean","9/11/2016",NA,"White","F7RGNOIVHA",1
447,"Lewis","Emma","Faith","4/14/2018","Female","White","TQBSLRTB3U",NA
448,"Jackson","Charlotte","Rae","10/17/2017","Female","White","B8I5FS516X",NA
449,"Baker","Amelia","Marie","10/22/2018","Female","Black","D17AIUK9VY",NA
450,"Collins","Olivia","","3/14/2017","Female","Asian","22ZCS223K1",NA
451,"Kim","Sophia","Hope","8/3/2019","Female","Asian","ZUZU0Y7U2A",1
452,"Chen","Isabella","Rose","11/4/2016","Female","White","X09ACHTUYL",NA
453,"Johnson","Emily","Lynn","2/17/2017","Female","Asian","9HFOP37FEO",NA
454,"Lee","Lily","Faith","9/8/2018","Female","NHOPI","C9545W544N",1
455,"Singh","Abigail","","7/25/2016","Female","AIAN","1N6W6FI7UR",NA
456,"Rodriguez","Madison","Hope","4/11/2019","Female","NHOPI","P2NJBCQMVK",NA
457,"Williams","Eleanor","Lynn","1/13/2017","Female","Black","T3DCVO8UOR",NA
458,"Davis","Zoey","Marie","12/27/2018","Female","White","U7BF6GTULM",1
459,"Patel","Grace","Victoria","6/19/2020","Female","White","TKAGYGLFB3",NA
460,"Lee","Sam","Rae","2/24/2019","Female","Black","ATQFZ8IO1U",1
461,"Kim","Lila","Marie","11/10/2017","Female","White","OS4EVT7M8N",NA
462,"Chen","Hannah","Faith","8/1/2018","Female","White","KS0VP22ZNG",NA
463,"Johnson","Piper","Jean","7/12/2019","Female","Asian","YD76G8HWPW",NA
464,"Lee","Audrey","Lynn","10/16/2016","Female","White","G6718BXQ6V",NA
465,"Singh","Scarlett","Faith","3/3/2017","Female","White","CU19L3AQ9P",NA
466,"Rodriguez","Brooklyn","","9/26/2018","Female","White","E400019768",1
467,"Anderson","Jacob","Thomas","5/24/2016","Male","NHOPI","LR6PBBR3TC",NA
468,"Peters","Lucas","Alexander","3/8/2017","Male","White","AFTXZRCRXT",NA
469,"Martin","Michael","David","12/11/2018","Male","White","0VU1K0D2GR",NA
470,"Smith","Benjamin","Ryan","9/4/2019","Male","White","V1YD6TUTRP",NA
471,"Campbell","William","Matthew","2/19/2016","Male","AIAN","OV5SE8X7XU",1
472,"Ramirez","Christopher","Joseph","11/14/2020","Male","Black","BI76WNMAY0",NA
473,"Gonzalez","Daniel","James","8/26/2016",NA,"White","OUE6PALAEU",NA
474,"Brown","Alexander","Anthony","6/30/2018","Male","White","NI97ZX2XHE",NA
475,"Edwards","Matthew","Tyler","1/13/2017","Male","White","3VD74PGX4S",NA
476,"Johnson","David","Samuel","10/8/2019","Male","Black","JVHGUJYNZ0",NA
477,"Martinez","Nicholas","Kevin","5/15/2018","Male","White","VAM9P9FRI0",NA
478,"Wright","Ethan","Benjamin","3/26/2017","Male","AIAN","5I09O3JXVK",NA
479,"Taylor","Ryan","Christopher","11/3/2019","Male","NHOPI","RWG2FQ8LH8",1
480,"Collins","Andie","Joshua","9/16/2016","Male","White","XZ4JV3P88G",1
481,"Green","Nathan","Robert","1/1/2017","Male","White","RUHNGPD2G8",NA
482,"Lee","Joseph","Brandon","7/22/2016","Male","White","7Y9LHXLLZC",1
483,"Hernandez","Jonathan","Eric","2/10/2017","Male","White","DH4XA9AU27",NA
484,"Adams","Jason","A","12/18/2020","Female","White","F6SMJX9ZAC",1
485,"Torres","Brandon","Alexander","10/30/2018","Male","Asian","CAL0TQOH0G",1
486,"Robinson","James","Matthew","5/5/2019",NA,"White","2K1MF99CIS",NA
487,"White","Tyler","Matthew","3/12/2017","Male","White","541WQT7ROP",NA
488,"Perez","Kevin","Alexander","8/5/2016","Male","AIAN","51NKILZ6E6",1
489,"Turner","Adam","Christopher","6/1/2020","Male","White","R2JGWNDF16",NA
490,"Nelson","Caleb","Anthony","2/28/2018","Male","White","2F3ISXZ9ZM",NA
491,"Baker","John","Thomas","12/16/2017","Male","White","PE75TH49YE",NA
492,"Foster","Justin","Michael","9/10/2019","Male","Black","L4R48624FW",1
493,"Powell","Robert","","4/23/2018","Male","NHOPI","1A9GFVMJ45",NA
494,"Rodriguez","Timothy","Steven","11/6/2016","Male","AIAN","8IF3FPR70K",1
495,"Cooper","Christopher","Michael","7/1/2020","Male","White","IP0KORJ2OI",NA
496,"Cartre","Samuel","J","1/9/2019","Male","NHOPI","4FR7XLK364",1
497,"Evans","Gabriel","","8/2/2017","Male","Black","LM536ULCZI",NA
498,"Morris","Zachary","Richard","5/17/2018","Male","Black","H8YEBMSUO5",NA
499,"Young","Alexander","Nicholas","3/19/2017","Male","White","78FAIORMRJ",1
500,"Hall","Dylan","Benjamin","10/19/2016","Male","White","K151G7IL79",1
501,"Wright","Steven","","6/12/2020","Male","Black","Z11YELLQN8",NA
502,"Nelson","Isaac","James","2/6/2019","Male","White","L29HZVX2IE",NA
503,"Lewis","Mason","Joseph","12/8/2020","Male","Black","ARA4LD1II0",1
504,"Anderson","Blake","","9/22/2016","Male","NHOPI","4TXW4JYCDY",1
505,"Torres","Caleb","","4/15/2017","Male","Black","S2OK1J6TCI",NA
506,"Campbell","Anthony","","11/29/2018","Male","AIAN","5V3DXPL3XZ",NA
507,"Rivera","Brian","Matthew","7/19/2016","Male","AIAN","R8UGYYP385",NA
508,"Martinez","Eric","David","1/24/2020","Male","Black","3U3WCZ0BQX",NA
509,"Clark","Cody","Richard","8/30/2017","Male","Asian","R9C0NEQ6LV",1
510,"Collins","Mark","Andrew","6/7/2018","Male","Asian","T6XRE41GO7",NA
511,"Scott","Saen","Mike","3/31/2019","Male","White","VUVVURKNRJ",1
512,"Adams","Lucas","William","10/3/2016",NA,"White","8QYNISSCL4",NA
513,"Green","Logan","Christopher","4/11/2017",NA,"White","J6NCR8TM3U",NA
514,"Wright","Hunter","Joseph","12/14/2020",NA,"White","AJ6MXHIHY8",NA
515,"Cooper","Ethan","Andrew","9/28/2018",NA,"NHOPI","B7AQSCTG3Q",NA
516,"Perez","Tyler","James","2/23/2016",NA,"Black","920SW31TOD",1
517,"Jackson","Ryan","David","11/11/2020","Male","White","B24MRQW8Q9",NA
518,"Johnson","Matthew","Brandon","8/23/2016","Male","Asian","QAHB0H2F37",NA
519,"Wright","David","Christopher","6/27/2018","Male","White","TP8KXZOMJG",NA
520,"Roberts","Nicholas","Joseph","1/1/2020","Male","White","8CY9H4HHB7",1
521,"Baker","Jacob","William","10/14/2019","Male","AIAN","VWTJVN30SA",NA
522,"Davis","Michael","Alexander","5/1/2018","Male","Black","NLEQJNHPCE",NA
523,"Anderson","Benjamin","Tyler","3/5/2017","Male","White","IN7EHZ3G4Q",NA
524,"Martin","Christopher","Andrew","11/26/2019","Male","White","WQ2CADTGJR",NA
525,"Smith","William","Joshua","9/9/2016","Male","NHOPI","I3WCQHOG5H",NA
526,"Ramirez","Daniel","Matthew","4/22/2020","Male","Black","I6W1HMV9JM",1
527,"Johnson","Alexander","David","1/6/2019","Male","White","7ZUTUAZ8M2",NA
528,"Brown","Matthew","Ryan","7/31/2017","Male","Black","DURCCCGX61",NA
529,"Wright","David","Benjamin","5/22/2018","Male","Black","SJOMXY8AMD",NA
530,"Taylor","Nicholas","Christopher","3/24/2017","Male","White","OR41XKOBXJ",1
531,"Hernandez","Ethan","Joe","11/24/2016","Male","White","J8UWDE9K4A",1
532,"Adams","Ryan","Robert","6/16/2020","Male","AIAN","D00TM0Y3QF",NA
533,"Torres","Andrew","James","2/11/2019","Male","White","NELNFUFLEA",NA
534,"Robinson","Nathan","Matthew","12/5/2017","Male","White","VD3WEFID8R",1
535,"Collins","Joseph","Thomas","8/19/2016","Male","White","37UFZXX84F",NA
536,"Nelson","Jonathan","Alexander","1/15/2020","Male","Black","VPPD0GR4ZQ",NA
537,"Lewsi","Jason","Michael","7/4/2017",NA,"Black","HDUJXT0AKE",1
538,"Anderson","Brandon","Eric","4/6/2018","Male","White","H32RV7ZYOQ",NA
539,"Perez","James","Christopher","11/19/2019","Male","White","6J7APYK9AI",NA
540,"Hall","Ty","Anthony","9/2/2016","Male","","RSEOGK8E94",1
541,"Powell","Kevin","Richard","4/11/2016","Male","White","RR7TL12R2E",NA
542,"Rodriguez","Adam","Steven","8/23/2018","Male","White","CLIQZO5HJI",NA
543,"Cooper","Caleb","Michael","2/18/2019","Male","White","K6QKI0DSC4",1
544,"Carter","John","William","10/20/2017","Male","AIAN","4WJB5XIJH3",NA
545,"Evans","Justin","Matthew","12/3/2016","Male","Asian","R5VQU3TDYB",NA
546,"Morris","Robert","Joseph","7/7/2020","Male","White","JY83YBE40M",1
547,"Young","Timothy","Brandon","9/16/2019","Male","White","GNORQ7V8YN",NA
548,"Clark","Christopher","Ryan","1/31/2017","Male","White","OWDSYXK11P",1
549,"Campbell","Samuel","Thomas","5/25/2016","Male","Black","W2R8CATTEC",NA
550,"Rivera","Gabriel","David","8/19/2018","Male","Asian","PO43VQ2AN2",NA
551,"Martinez","Zachary","Christopher","11/22/2016","Male","Asian","AK7YA3N34V",NA
552,"Wright","Alexander","Michael","6/16/2020","Male","White","TE89V3K8A9",NA
553,"Nelson","Dylan","Joseph","10/8/2020","Male","Asian","7VXUCLF81J",NA
554,"Lewis","Steven","Benjamin","3/2/2019","Male","NHOPI","UVVNK20O99",NA
555,"Anderson","Isack","TomTom","7/13/2016","Male","AIAN","HCMF5HU9HP",1
556,"Perez","Mason","Christopher","12/28/2019","Male","NHOPI","ATPKN952SZ",1
557,"Jackson","Blake","Alexander","5/5/2017","Male","Black","6O1QAYD3EG",NA
558,"Johnson","Caleb","William","2/8/2020","Male","White","V4CM6GAVBA",NA
559,"Brown","Anthony","Matthew","11/10/2019","Male","White","USGRJ7WM4E",NA
560,"Ramirez","Brian","David","3/25/2016","Male","Black","MKYPCCH0MI",1
561,"Smith","Eric","Ryan","9/7/2018","Male","White","CDN7GDNJZM",NA
562,"Taylor","Cody","Thomas","1/12/2017","Male","White","W5RVMICDEZ",NA
563,"Hernandez","Mark","Joseph","8/4/2020","Male","Asian","1B4YLRAUGQ",NA
564,"Adams","Sean","Christopher","4/14/2018","Male","White","F8TERRRGG0",NA
565,"Collins","Lucas","Tyler","11/7/2017","Male","White","HSN492TJ5C",NA
566,"Green","Logan","Michael","7/10/2019","Male","White","LYA047OT9O",NA
567,"Edwards","William","Patrick","12/10/2020","Male","NHOPI","9I8P7JFHCF",1
568,"Miller","Tyler","James","5/14/2016","Male","White","0NYZDCEM3R",1
569,"Johnson","Ryan","Michael","10/2/2018","Male","White","K79O3RZ69H",NA
570,"Lee","Benjamin","David","2/16/2017","Male","White","U0US7TJC2W",NA
571,"Campbell","Nicholas","Alexander","8/26/2017","Male","AIAN","TAVAB49Z5I",NA
572,"Ross","Christopher","Matthew","1/20/2020","Male","Black","3NWOETBGZD",1
573,"Parker","Samuel","Robert","6/23/2019","Male","White","9FZV62OSRL",NA
574,"Wright","Timothy","John","11/11/2018","Male","White","AQKCHYTFES",1
575,"Turner","Jonathan","Andrew","4/27/2020","Male","White","I02VU6EMNA",NA
576,"Anderson","Jacob","Thomas","9/6/2017","Male","Black","FNVKZ9NI9E",NA
577,"Brooks","Alexander","Joseph","2/12/2016","Male","White","BTFYFJZZT0",1
578,"Martinez","Matthew","Richard","7/24/2019","Male","AIAN","FLGTX2VQN4",NA
579,"Evans","Nathan","William","10/15/2020","Male","NHOPI","J14AWE769V",NA
580,"King","Brandon","Tyler","3/4/2017","Male","Asian","DV3IAOIAF5",NA
581,"Brown","David","Christopher","8/1/2016","Male","White","1XNCXH9TGA",NA
582,"Murphy","Daniel","Edward","12/21/2019","Male","White","ME87F4OJYR",NA
583,"Green","Justin","Aaron","6/30/2016","Male","White","9PHMPV8VHZ",NA
584,"Foster","Kevin","Anthony","11/19/2020","Male","White","3UCGF681BC",NA
585,"Reynolds","Andrew","Paul","5/17/2018","Male","Asian","7M8151O9LM",NA
586,"Hayes","Adam","William","2/3/2019","Male","White","SG6YGJXRZ0",1
587,"Ortiz","Zachary","Michael","10/29/2017","Male","White","MHAYNWJACP",NA
588,"Gutierrez","Eric","Jonathan","12/16/2016","Male","AIAN","VA2U2YF715",NA
589,"Collins","Steven","Joseph","7/2/2020","Male","White","9PXR1MF92J",1
590,"Lee","Joseph","Edward","9/22/2019","Male","White","8RAMGZ7KF9",NA
591,"Hernandez","Jason","William","1/11/2017","Male","White","5AKV1ON5F6",NA
592,"Watson","Christopher","John","8/15/2018","Male","Black","EQLWPC3KFB",1
593,"Cox","Ryan","Alexander","11/28/2016","Male","NHOPI","D6NNRIDTVS",1
594,"Gomez","Charles","Matthew","6/3/2020","Male","AIAN","TR297N5XFW",NA
595,"Hill","Joshua","Samuel","10/22/2019","Male","White","NORX5IU1BH",NA
596,"Sanders","Jacob","Anthony","3/19/2016","Male","NHOPI","2DJ9MNXR4S",NA
597,"Perry","William","Alexander","7/28/2018","Male","Black","75SCRGHZO9",NA
598,"Nelson","Matthew","Tyler","2/26/2020","Male","Black","EKU57TIQVX",NA
599,"Adams","Alexander","Benjamin","11/4/2017","Male","White","1W6FWXSA3R",NA
600,"Wright","Benjamin","James","5/7/2016","Male","White","89SNVIW5CV",NA
601,"Carter","Michael","Christopher","8/10/2018","Male","Black","SM97VM7SZJ",NA
602,"Roberts","Nicholas","Daniel","1/23/2017","Male","White","NBQNMDKPHX",NA
603,"Scott","Joseph","David","8/30/2020","Male","Black","ADW66NDWVD",NA
604,"Bennett","Andrew","Alexander","4/7/2018","Male","NHOPI","LUZAET2WZ2",NA
605,"Ramirez","Samuel","Isaac","11/1/2017","Male","Black","MPNPGE5PZ9",NA
606,"Mitchell","Timothy","","7/20/2019","Male","AIAN","XLMLZ8E1LJ",NA
607,"Hall","David","","12/6/2020","Male","AIAN","CBIY4SM2LW",NA
608,"Davis","Kevin","","5/10/2016","Male","Black","D6SUY1B4LY",NA
609,"Flores","Brandon","","9/30/2018","Male","Asian","TLMWJTGK22",1
610,"Clark","Daniel","","2/20/2017","Male","Asian","C9IH1VMAHH",1
611,"Bailey","Tyler","","8/6/2017","Male","NHOPI","PXV8S6Q4FJ",NA
612,"Wright","Justin","","1/14/2020","Male","White","CX9AKSWMUR",NA
613,"Turner","Chris ","William","6/27/2019","Male","White","P4UUZUH13E",1
614,"Hernandez","Ryan","","11/18/2018","Male","White","IPAH5CMG4H",NA
615,"Cooper","Zachary","","12/13/2019","Male","NHOPI","3R2IUBEIHL",1
616,"Ward","Eric","","8/2/2017","Male","Black","5EAO2TIKK1",1
617,"Carter","Stephen","","11/14/2018","Male","White","AIE1M662KI",NA
618,"Diaz","Joseph","Michael","4/28/2019","Male","Asian","1EBDMDHEYF",NA
619,"Reyes","William","Andrew","6/8/2017","Male","White","JY58IHK9SN",1
620,"Colins","Jacob","Chris","7/4/2018","Male","White","33P95RKXKN",1
621,"Coleman","Matthew","Ryan","3/22/2017","Male","AIAN","A0KO3J54JQ",1
622,"Reyes","Alexander","Nicholas","9/11/2016","Male","Black","2FH2995J88",NA
623,"Baker","Benjamin","Paul","5/3/2018",NA,"White","2V8SP5C49L",NA
624,"Smith","Mike","S","2/1/2017","Male","","WYKW54WO13",1
625,"Foster","Nicholas","David","11/17/2020",NA,"NHOPI","Z8TUS7CH84",NA
626,"Sullivan","Charles","Joseph","6/12/2019",NA,"Black","H46O0MPY7Z",1
627,"Hernandez","Joshua","Anthony","8/19/2017",NA,"White","T4TEXYW0GI",NA
628,"Powell","Jacob","Alexander","1/20/2018",NA,"Black","OFG519S67Y",NA
629,"Kim","William","Joseph","10/24/2018",NA,"Black","EN06NRAE5T",1
630,"Peterson","Matthew","Tye","7/13/2019","Male","","HFAWRIO9GF",1
631,"Wood","Alexander","Eric","9/27/2016","Male","White","ZU6DY9FE00",NA
632,"Ross","Benjamin","David","2/26/2018","Male","AIAN","Y5KGGEB72U",NA
633,"Henderson","Mike","Timothy","3/12/2017","Male","White","HZLZSBVZRI",1
634,"Wallace","Nicholas","Christopher","12/8/2016","Male","White","9M59KM7HMB",NA
635,"Cox","Joseph","Jonathan","11/29/2019","Male","White","N5IN6L9YYM",1
636,"Ortiz","David","Thomas","4/19/2016","Male","Black","L11D2LNZNE",NA
637,"Brown","Kevin","Paul","9/9/2018","Male","Black","ROYRA2G91E",1
638,"Green","Brandon","Anthony","7/24/2020","Male","White","DN0B2TXL97",1
639,"Flores","Daniel","Andrew","10/8/2017","Male","White","IIKS8LZKNZ",NA
640,"Reed","Tyler","Robert","2/9/2019","Male","Black","DZQRI5K6EQ",NA
641,"Wood","Justin","Patrick","","Male","White","JQEL7UTT91",1
642,"Lee","Christopher","Jonathan","8/10/2020","Male","White","8QHTGNZE72",NA
643,"Davis","Ryan","Anthony","6/25/2019","Male","White","D3FGFP0G1A",NA
644,"Perez","Zachary","David","1/10/2017","Male","AIAN","WYKGAFC1TP",NA
645,"Jones","Eric","Michael","10/4/2018","Male","Asian","J02O37QDDH",NA
646,"Davis","Stephen","Christopher","","Male","White","BGD6I5JA9D",NA
647,"Smith","Joseph","Alexander","3/2/2019","Male","White","ZOCSGA5BFN",NA
648,"Johnson","William","Benjamin","12/6/2018","Male","White","60K9QDS4XX",NA
649,"Anderson","Jacob","Matthew","5/30/2017","Male","Black","6HJP6WMUUH",NA
650,"Taylor","Matthew","David","9/15/2019","Male","Asian","28M6R56OXA",NA
651,"Garcia","Alexander","Joseph","8/31/2017","Male","Asian","DTBZAGWE94",NA
652,"Wright","Benjamin","Ryan","1/3/2020","Male","White","A3BGAXWFGH",NA
653,"Robinson","Michael","John","11/25/2018","Male","Asian","S0CGDHFELJ",NA
654,"Miller","Nick","A","7/8/2016","Male","NHOPI","OGLJJK5NSQ",1
655,"Scott","Charles","Daniel","6/18/2018","Male","AIAN","OUE0KZTDH1",NA
656,"Nelson","Joshua","James","10/13/2017","Male","NHOPI","4I7V22EFLA",NA
657,"Thompson","Jacob","Timothy","3/16/2018","Male","Black","MTNKV878O4",1
658,"Baker","William","Samuel","12/10/2016","Male","White","TAB6SDGWYX",NA
659,"Martinez","Matthew","Andrew","8/24/2020","Male","White","H6VRDHJMER",NA
